ID,CollectorID,Start,End,DateTimePark,Lot,OtherLot,ResidenceBerk,ResidencenonBerk,Destination,OtherDest,boating,swim,wildlifeviewing,sightseeingphoto,dining,dogwalking,charterfishing,shorelinefishing,cruise,picnic,playground,biking,walking,running,OtherUse,Freq,RareFreq,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Duration,GroupNumber,NormallyPark,Near,How,HowFar,Cancel,IdeaBike,IdeaUberLyft,IdeaMoBusStops,IdeaMoBusTrips,IdeaRealTime,IdeaShuttle,IdeaShared,IdeaPaid,IdeaValet,IdeaDriveOnly,OtherIdea,Comments,Age,RaceEthnicity,OtherRE,HispLat,Income,inclevel,inclow,inc2,parkdate,DATE,TIME,scove,ecove,skatesn,olot,de,spincir,spinway,marinb,jk,lm,sw199,swst,fg,launch,shore,southfee,south,north,area,location
114682965595,432142817,2024-09-06T14:11:36Z,2024-09-06T14:16:40Z,08/24/2024 12:15 PM,Seawall Drive (Street),NA,From Outside Berkeley (please specify the City/Town),Coalinga,Seawall Drive,NA,NA,NA,NA,NA,NA,NA,NA,shoreline fishing,NA,NA,NA,NA,NA,NA,NA,Less than once a month,NA,Monday,NA,NA,Thursday,Friday,Saturday,Sunday,8+ hours,1,Yes,Yes,I found parking quickly near my destination.,NA,No,Secure Bike Parking and Improved Bike Paths,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,18-29,American Indian and Alaska Native alone,NA,Yes,"$0-$24,999","$0-$24,999",1,<$75k,2024-08-24T19:15:00Z,2024-08-24,12:15 PM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,0,south,Seawall Drive (Street)
114682964454,432142817,2024-09-06T14:10:01Z,2024-09-06T14:11:30Z,08/24/2024 12:30 PM,Seawall Drive (Street),NA,From Outside Berkeley (please specify the City/Town),Oakland,Seawall Drive,NA,NA,NA,wildlife viewing,sightseeing/photography,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,Every day,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,2-4 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,NA,No,Secure Bike Parking and Improved Bike Paths,NA,Additional bus stops for AC Transit,More frequent AC Transit bus service,NA,Remote Parking with Free Shuttle Service,NA,Paid Parking during the busiest times,Valet Parking during busy times,NA,NA,Would love to see pier,60-69,Black or African American alone,NA,NA,"$100,000-$124,999","$100,000-$124,999",0,>=$75k,2024-08-24T19:30:00Z,2024-08-24,12:30 PM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,0,south,Seawall Drive (Street)
114682963754,432142817,2024-09-06T14:08:40Z,2024-09-06T14:09:56Z,08/24/2024 01:30 PM,Seawall Drive (Street),NA,From Outside Berkeley (please specify the City/Town),San Francisco,Seawall Drive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,Rarely (please specify time of year),First-time visit,NA,NA,NA,NA,NA,Saturday,NA,1-2 hours,3+,NA,Yes,I found parking quickly near my destination.,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-59,White alone,NA,Yes,NA,NA,NA,NA,2024-08-24T08:30:00Z,2024-08-24,01:30 AM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,0,south,Seawall Drive (Street)
114682962666,432142817,2024-09-06T14:06:34Z,2024-09-06T14:08:27Z,08/24/2024 03:00 PM,Seawall Drive (Street),NA,East of Shattuck Street,NA,Park: Cesar Chavez Park,NA,NA,NA,wildlife viewing,sightseeing/photography,NA,NA,NA,NA,NA,picnicking,NA,NA,walking,NA,NA,A few times a week,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Less than an hour,1,Yes,No,I found parking quickly near my destination.,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,Against Ferry!,70 or older,White alone,NA,NA,"$125,000-$149,999","$125,000-$149,999",0,>=$75k,2024-08-24T10:00:00Z,2024-08-24,03:00 AM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,0,south,Seawall Drive (Street)
114682961422,432142817,2024-09-06T14:03:11Z,2024-09-06T14:06:27Z,08/24/2024 03:50 PM,Skates/N Lot,NA,West of Shattuck Street,NA,Restaurant: Skates on the Bay,NA,NA,NA,wildlife viewing,NA,dining,NA,NA,NA,NA,NA,NA,biking,walking,NA,NA,A few times a week,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,NA,2-4 hours,3+,Yes,Yes,I found parking quickly near my destination.,NA,No,Secure Bike Parking and Improved Bike Paths,Uber/Lyft pick up and drop off locations,NA,NA,NA,NA,NA,Paid Parking during the busiest times,NA,NA,NA,Not a problem,70 or older,White alone,NA,NA,NA,NA,NA,NA,2024-08-24T10:50:00Z,2024-08-24,03:50 AM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,south,Skates/N Lot
114682129448,432142817,2024-09-05T15:55:13Z,2024-09-05T15:57:23Z,08/24/2024 01:20 PM,Other (please specify),Cal Sailing,West of San Pablo Avenue,NA,Restaurant: Skates on the Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,Rarely (please specify time of year),every 1/4,NA,NA,NA,NA,NA,Saturday,Sunday,1-2 hours,1,Yes,Yes,NA,NA,No,Secure Bike Parking and Improved Bike Paths,Uber/Lyft pick up and drop off locations,NA,More frequent AC Transit bus service,NA,NA,NA,NA,NA,NA,NA,great job,60-69,White alone,NA,NA,"$100,000-$124,999","$100,000-$124,999",0,>=$75k,2024-08-24T08:20:00Z,2024-08-24,01:20 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,1,1,0,south,South Cove West
114682128643,432142817,2024-09-05T15:53:41Z,2024-09-05T15:55:08Z,08/24/2024 01:40 PM,Other (please specify),Cal Sailing,From Outside Berkeley (please specify the City/Town),Oakland,Other (specify),Berkeley Waterfront,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,Rarely (please specify time of year),N/A,NA,NA,NA,NA,NA,Saturday,Sunday,1-2 hours,1,Yes,NA,I found parking quickly near my destination.,NA,No,Secure Bike Parking and Improved Bike Paths,NA,NA,NA,Real-time parking information and wayfinding,Remote Parking with Free Shuttle Service,"Shared Mobility Services, i.e. scooters and e-bikes",NA,NA,NA,NA,NA,18-29,White alone,NA,NA,NA,NA,NA,NA,2024-08-24T08:40:00Z,2024-08-24,01:40 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,1,1,0,south,South Cove West
114682127488,432142817,2024-09-05T15:52:03Z,2024-09-05T15:53:37Z,08/24/2024 01:50 PM,Other (please specify),Did not drive,West of Shattuck Street,NA,Other (specify),Berkeley Waterfront,NA,NA,wildlife viewing,sightseeing/photography,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,Rarely (please specify time of year),2x year,NA,NA,NA,NA,NA,Saturday,Sunday,NA,NA,NA,NA,NA,10,NA,Secure Bike Parking and Improved Bike Paths,NA,Additional bus stops for AC Transit,More frequent AC Transit bus service,NA,NA,"Shared Mobility Services, i.e. scooters and e-bikes",NA,NA,NA,NA,NA,18-29,Asian alone,NA,NA,"$0-$24,999","$0-$24,999",1,<$75k,2024-08-24T08:50:00Z,2024-08-24,01:50 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,other,Other (please specify)
114682126309,432142817,2024-09-05T15:50:46Z,2024-09-05T15:51:52Z,08/24/2024 04:16 PM,South Cove East,NA,From Outside Berkeley (please specify the City/Town),Oakland,Other (specify),Berkeley Waterfront,NA,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely (please specify time of year),<3 times a year,NA,NA,NA,NA,NA,Saturday,Sunday,Less than an hour,Drove Alone,No,Yes,I found parking quickly near my destination.,15,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,30-39,White alone,NA,No,"$150,000-$174,999","$150,000-$174,999",0,>=$75k,2024-08-24T11:16:00Z,2024-08-24,04:16 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
114682124182,432142817,2024-09-05T15:48:01Z,2024-09-05T15:50:42Z,08/24/2024 02:50 PM,South Cove East,NA,West of Shattuck Street,NA,Cal Sailing Club,NA,sailing/boating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,teach sailing and windsurfing,A few times a week,NA,NA,Tuesday,NA,Thursday,Friday,Saturday,Sunday,4-8 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,NA,Yes,Secure Bike Parking and Improved Bike Paths,NA,NA,NA,NA,NA,NA,NA,NA,NA,lockers for gear (closed long term/per week),-pave parking lot (SC West)  -add shade trees to parking  -would be okay with paid parking,NA,NA,NA,NA,NA,NA,NA,NA,2024-08-24T09:50:00Z,2024-08-24,02:50 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
114682122763,432142817,2024-09-05T15:46:14Z,2024-09-05T15:47:55Z,08/24/2024 02:30 PM,South Cove East,NA,From Outside Berkeley (please specify the City/Town),Albany,Other (specify),Berkeley Waterfront,NA,swimming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Every day,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,1-2 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,-enjoy parking  - no paid parking  -concrete bad for environment- would convert parking to dirt/gravel,NA,NA,NA,NA,NA,NA,NA,NA,2024-08-24T09:30:00Z,2024-08-24,02:30 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
114682120973,432142817,2024-09-05T15:43:50Z,2024-09-05T15:46:09Z,08/24/2024 02:30 PM,South Cove East,NA,From Outside Berkeley (please specify the City/Town),Pinole,"Work i.e. deck hand, commercial fishing captain, hotel employee, etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,work,A few times a week,NA,NA,NA,NA,Thursday,Friday,Saturday,Sunday,8+ hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,4,No,NA,NA,Additional bus stops for AC Transit,More frequent AC Transit bus service,NA,NA,NA,NA,NA,NA,NA,-confusing signage  -dirt lot is tricky  -would like to see more parking  -more parking would help business and people visiting waterfront (economic reasons),NA,NA,NA,NA,NA,NA,NA,NA,2024-08-24T09:30:00Z,2024-08-24,02:30 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
114682120295,432142817,2024-09-05T15:42:49Z,2024-09-05T15:43:46Z,08/24/2024 02:05 PM,South Cove East,NA,From Outside Berkeley (please specify the City/Town),Petaluma,Other (specify),Berkeley Waterfront,sailing/boating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,4-8 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,NA,No,Secure Bike Parking and Improved Bike Paths,NA,NA,More frequent AC Transit bus service,NA,NA,NA,NA,NA,NA,NA,NA,18-29,White alone,NA,No,"$50,000-$74,999","$50,000-$74,999",1,<$75k,2024-08-24T09:05:00Z,2024-08-24,02:05 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
114682119650,432142817,2024-09-05T15:41:56Z,2024-09-05T15:42:45Z,08/24/2024 01:33 PM,J&K,NA,From Outside Berkeley (please specify the City/Town),N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely (please specify time of year),N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parking is bad/hard to find,NA,NA,NA,NA,NA,NA,NA,NA,2024-08-24T08:33:00Z,2024-08-24,01:33 AM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,0,south,J&K
114682118375,432142817,2024-09-05T15:40:02Z,2024-09-05T15:41:50Z,08/24/2024 01:00 PM,L&M lot,NA,From Outside Berkeley (please specify the City/Town),Truckee,Other (specify),Berkeley Marina,sailing/boating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,8+ hours,3+,Yes,Yes,I found parking quickly near my destination.,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,train if available,better signage for parking- be clear about permits  better wayfinding for parking,30-39,White alone,NA,No,"$150,000-$174,999","$150,000-$174,999",0,>=$75k,2024-08-24T08:00:00Z,2024-08-24,01:00 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,1,0,south,L&M lot
114682117452,432142817,2024-09-05T15:38:43Z,2024-09-05T15:39:41Z,08/24/2024 12:50 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),Kensington,Adventure Playground,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,playground,NA,NA,NA,NA,Rarely (please specify time of year),2x year,NA,NA,NA,NA,NA,Saturday,Sunday,1-2 hours,1,Yes,Yes,I found parking quickly near my destination.,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,30-39,NA,NA,NA,NA,NA,NA,NA,2024-08-24T19:50:00Z,2024-08-24,12:50 PM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114682115485,432142817,2024-09-05T15:35:52Z,2024-09-05T15:38:17Z,08/24/2024 12:20 PM,Seawall Drive (Street),NA,From Outside Berkeley (please specify the City/Town),"Reno, NV",Other (specify),Berkeley Waterfront,NA,NA,wildlife viewing,sightseeing/photography,dining,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,Rarely (please specify time of year),N/A,NA,NA,NA,NA,NA,Saturday,NA,2-4 hours,1,NA,Yes,I found parking quickly near my destination.,NA,NA,Secure Bike Parking and Improved Bike Paths,Uber/Lyft pick up and drop off locations,NA,NA,Real-time parking information and wayfinding,NA,"Shared Mobility Services, i.e. scooters and e-bikes",Paid Parking during the busiest times,NA,NA,NA,Compare to British Columbia Seawalls,30-39,American Indian and Alaska Native alone,NA,NA,"$200,000 and up","$200,000 and up",0,>=$75k,2024-08-24T19:20:00Z,2024-08-24,12:20 PM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,0,south,Seawall Drive (Street)
114682113653,432142817,2024-09-05T15:33:38Z,2024-09-05T15:35:48Z,08/22/2024 04:53 PM,L&M lot,NA,From Outside Berkeley (please specify the City/Town),N/A,Other (specify),Walking Around,NA,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month,NA,Monday,Tuesday,Wednesday,NA,NA,NA,NA,1-2 hours,2,Yes,Yes,I found parking quickly near my destination.,4,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,NA,Other (please specify),Mixed,No,"$50,000-$74,999","$50,000-$74,999",1,<$75k,2024-08-22T11:53:00Z,2024-08-22,04:53 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,1,0,south,L&M lot
114682112977,432142817,2024-09-05T15:32:43Z,2024-09-05T15:33:33Z,08/22/2024 12:00 AM,Skates/N Lot,NA,From Outside Berkeley (please specify the City/Town),Monterrey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,Less than once a month,NA,NA,NA,NA,NA,NA,NA,NA,Less than an hour,Drove Alone,Yes,No,I found parking quickly near my destination.,NA,No,NA,NA,Additional bus stops for AC Transit,More frequent AC Transit bus service,Real-time parking information and wayfinding,NA,NA,NA,NA,NA,NA,NA,18-29,White alone,NA,No,"$0-$24,999","$0-$24,999",1,<$75k,2024-08-22T19:00:00Z,2024-08-22,12:00 PM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,south,Skates/N Lot
114682112002,432142817,2024-09-05T15:31:07Z,2024-09-05T15:32:36Z,08/22/2024 06:16 PM,J&K,NA,West of San Pablo Avenue,NA,Boat Slip,NA,NA,NA,NA,NA,dining,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely (please specify time of year),N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,- to many tenants  - people who want to walk dogs they receive parking tickets,NA,NA,NA,NA,NA,NA,NA,NA,2024-08-22T13:16:00Z,2024-08-22,06:16 AM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,0,south,J&K
114682111047,432142817,2024-09-05T15:29:58Z,2024-09-05T15:31:03Z,08/22/2024 04:27 PM,South Cove East,NA,From Outside Berkeley (please specify the City/Town),Berkeley,Cal Sailing Club,NA,sailing/boating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cal,A few times a week,NA,Monday,Tuesday,NA,NA,NA,Saturday,NA,2-4 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,5,No,Secure Bike Parking and Improved Bike Paths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-59,Other (please specify),N/A,No,NA,NA,NA,NA,2024-08-22T11:27:00Z,2024-08-22,04:27 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
114682109956,432142817,2024-09-05T15:28:13Z,2024-09-05T15:29:54Z,08/22/2024 04:30 PM,Other (please specify),N/A,From Outside Berkeley (please specify the City/Town),Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cal Sailing Club,A few times a week,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,2-4 hours,Drove Alone,No,Yes,I found parking quickly near my destination.,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,"-it fills up on weekends and weekdays  -hard to understand, why more people?  -Ferry is NOT a good idea",NA,NA,NA,NA,NA,NA,NA,NA,2024-08-22T11:30:00Z,2024-08-22,04:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,other,Other (please specify)
114682108942,432142817,2024-09-05T15:26:56Z,2024-09-05T15:28:06Z,08/22/2024 04:35 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),Oakland,Cal Sailing Club,NA,sailing/boating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,windsurfing,A few times a week,NA,NA,Tuesday,NA,NA,Friday,Saturday,Sunday,2-4 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,"-pavement, strips  -signs on parking  -fishing guys taking lots of space",50-59,White alone,NA,No,"$200,000 and up","$200,000 and up",0,>=$75k,2024-08-22T11:35:00Z,2024-08-22,04:35 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114682107091,432142817,2024-09-05T15:24:01Z,2024-09-05T15:26:48Z,08/22/2024 04:51 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),Berkeley,Small Boat Docks/Hoists (Southside),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,windsurfing,About once a week,NA,NA,Tuesday,NA,NA,Friday,NA,NA,4-8 hours,Drove Alone,Yes,Yes,"I found a parking space near my destination, but I had to drive around to find it.",2,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,50-59,White alone,NA,No,"$200,000 and up","$200,000 and up",0,>=$75k,2024-08-22T11:51:00Z,2024-08-22,04:51 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114682105302,432142817,2024-09-05T15:21:42Z,2024-09-05T15:23:57Z,08/22/2024 06:30 PM,Other (please specify),South Cove West - bike parking,West of Shattuck Street,NA,Other (specify),Berkeley Marina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wind sports,A few times a week,NA,Monday,Tuesday,Wednesday,Thursday,Friday,NA,NA,2-4 hours,NA,Yes,Yes,I found parking quickly near my destination.,5,No,Secure Bike Parking and Improved Bike Paths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,more bike parking  enjoy parking facilities,50-59,NA,NA,No,"$200,000 and up","$200,000 and up",0,>=$75k,2024-08-22T13:30:00Z,2024-08-22,06:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,other,Other (please specify)
114682104056,432142817,2024-09-05T15:19:50Z,2024-09-05T15:21:34Z,08/22/2024 06:30 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),N/A,Other (specify),Berkeley Marina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,water sports,A few times a week,NA,NA,Tuesday,Wednesday,Thursday,NA,NA,NA,2-4 hours,1,Yes,Yes,I found parking quickly near my destination.,5,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,enjoy facilities  roundabout- people don't understand where they are exiting the roundabout,40-49,Asian alone,NA,No,"$150,000-$174,999","$150,000-$174,999",0,>=$75k,2024-08-22T13:30:00Z,2024-08-22,06:30 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114682103264,432142817,2024-09-05T15:18:47Z,2024-09-05T15:19:46Z,08/22/2024 06:30 PM,J&K,NA,From Outside Berkeley (please specify the City/Town),El Cerrito,Restaurant: Hana Japan,NA,NA,NA,NA,NA,dining,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,1-2 hours,3+,No,Yes,I found parking quickly near my destination.,1,No,NA,Uber/Lyft pick up and drop off locations,Additional bus stops for AC Transit,NA,Real-time parking information and wayfinding,NA,NA,NA,NA,NA,NA,NA,18-29,Other (please specify),Mixed,No,"$100,000-$124,999","$100,000-$124,999",0,>=$75k,2024-08-22T13:30:00Z,2024-08-22,06:30 AM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,0,south,J&K
114682101432,432142817,2024-09-05T15:16:09Z,2024-09-05T15:18:42Z,08/22/2024 04:22 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),Sacramento,Small Boat Docks/Hoists (Southside),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,water viewing,Rarely (please specify time of year),N/A,NA,NA,NA,NA,NA,Saturday,Sunday,1-2 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,20,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,30-39,Other (please specify),N/A,No,"$0-$24,999","$0-$24,999",1,<$75k,2024-08-22T11:22:00Z,2024-08-22,04:22 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114682100730,432142817,2024-09-05T15:15:02Z,2024-09-05T15:16:04Z,08/22/2024 04:00 PM,South Cove East,NA,From Outside Berkeley (please specify the City/Town),Vallejo,Small Boat Docks/Hoists (Southside),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,windsurfing,A few times a month,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,2-4 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,30-39,White alone,NA,No,NA,NA,NA,NA,2024-08-22T11:00:00Z,2024-08-22,04:00 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
114682099818,432142817,2024-09-05T15:13:58Z,2024-09-05T15:14:57Z,08/22/2024 03:50 PM,South Cove East,NA,From Outside Berkeley (please specify the City/Town),Richmond,Small Boat Docks/Hoists (Southside),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,windsurfing,A few times a week,NA,Monday,NA,Wednesday,NA,Friday,NA,Sunday,2-4 hours,Drove Alone,No,Yes,I found parking quickly near my destination.,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,50-59,White alone,NA,No,"$150,000-$174,999","$150,000-$174,999",0,>=$75k,2024-08-22T10:50:00Z,2024-08-22,03:50 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
114682098790,432142817,2024-09-05T15:12:25Z,2024-09-05T15:13:53Z,08/22/2024 03:47 PM,South Cove West,NA,East of Shattuck Street,NA,Small Boat Docks/Hoists (Southside),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,windsurfing,A few times a week,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,2-4 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,2,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,60-69,White alone,NA,NA,"$50,000-$74,999","$50,000-$74,999",1,<$75k,2024-08-22T10:47:00Z,2024-08-22,03:47 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
114682097943,432142817,2024-09-05T15:11:26Z,2024-09-05T15:12:20Z,08/22/2024 06:10 PM,J&K,NA,From Outside Berkeley (please specify the City/Town),Richmond,Restaurant: Hana Japan,NA,NA,NA,NA,sightseeing/photography,dining,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,1-2 hours,2,No,Yes,"I found a parking space near my destination, but I had to drive around to find it.",10,No,NA,Uber/Lyft pick up and drop off locations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-29,Other (please specify),N/A,Yes,"$50,000-$74,999","$50,000-$74,999",1,<$75k,2024-08-22T13:10:00Z,2024-08-22,06:10 AM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,0,south,J&K
114682097190,432142817,2024-09-05T15:10:16Z,2024-09-05T15:11:21Z,08/22/2024 03:27 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),Emeryville,Cal Sailing Club,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,views,A few times a week,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,1-2 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,50-59,White alone,NA,NA,"$0-$24,999","$0-$24,999",1,<$75k,2024-08-22T10:27:00Z,2024-08-22,03:27 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
